ID,EBLM Name,MassP,MassS,MRat,RP,RS,RRat,bjd0,period,e,omega,esinω,ecosω,i,tPE,tSE,sep,pwidth,swidth,pdepth,sdepth,b,z,frat,REFERENCES IF USED,Notes
357386941,Early G,,,,,,,,24.58843096,0.404366674,,,,,,,,,,,,,,,,
259783902,Early G,,,,,,,,10.39337477,0.12251787,,,,,,,,,,,,,,,,
440449507,Early G,,,,,,,,21.35170692,0.207840382,,,,,,,,,,,,,,,,
458457983,Early G,,,,,,,,27.21749252,0.337179568,,,,,,,,,,,,,,,,
38016794,Early G,,,,,,,,23.53253153,0.207652276,,,,,,,,,,,,,,,,
389458191,Early G,,,,,,,,44.53440157,0.306897084,,,,,,,,,,,,,,,,
180695778,Early G,,,,,,,,19.97732438,0.040123488,,,,,,,,,,,,,,,,
139670547,Early G,,,,,,,,24.43692839,0.509179416,,,,,,,,,,,,,,,,
271427268,Early G,,,,,,,,20.1013163,0.017971594,,,,,,,,,,,,,,,,
137420671,Early G,,,,,,,,40.58586794,0.303118491,,,,,,,,,,,,,,,,
246897998,Early G,,,,,,,,12.56642028,0.039278465,,,,,,,,,,,,,,,,
171656625,Early G,,,,,,,,10.62498253,0.031755156,,,,,,,,,,,,,,,,
332144699,Early G,,,,,,,,25.93346534,0.228015629,,,,,,,,,,,,,,,,
56257053,Early K,,,,,,,,38.61175726,0.005668757,,,,,,,,,,,,,,,,
102098254,Early K,,,,,,,,20.8501389,0.21177987,,,,,,,,,,,,,,,,
29646757,Early K,,,,,,,,31.80037993,0.146489162,,,,,,,,,,,,,,,,
56130043,Early K,,,,,,,,39.28385036,0.34851048,,,,,,,,,,,,,,,,
83867325,Early K,,,,,,,,18.78178973,0.308969088,,,,,,,,,,,,,,,,
35722731,Early K,,,,,,,,19.6380805,0.580872823,,,,,,,,,,,,,,,,
390692143,Early K,,,,,,,,23.50605634,0.448402668,,,,,,,,,,,,,,,,
468178006,Early K,,,,,,,,14.27597394,0.034418917,,,,,,,,,,,,,,,,
71042486,Early K,,,,,,,,49.09058353,0.542971106,,,,,,,,,,,,,,,,
266017643,Early K,,,,,,,,12.74089253,0.247185523,,,,,,,,,,,,,,,,
88229378,Early K,,,,,,,,19.85396641,0.249764139,,,,,,,,,,,,,,,,
336893636,Early K,,,,,,,,20.7572062,0.14357748,,,,,,,,,,,,,,,,
257458670,Early K,,,,,,,,44.07947374,0.15042084,,,,,,,,,,,,,,,,
28117238,Early K,,,,,,,,23.98425772,0.625952879,,,,,,,,,,,,,,,,
266996987,Early K,,,,,,,,21.3324398,0.60841549,,,,,,,,,,,,,,,,
269988630,Early K,,,,,,,,40.35562791,0.143605278,,,,,,,,,,,,,,,,
120506426,Early K,,,,,,,,19.92634451,0.312007551,,,,,,,,,,,,,,,,
93242369,Early K,,,,,,,,26.57663795,0.087421441,,,,,,,,,,,,,,,,
302439498,Early K,,,,,,,,16.04844287,0.066194141,,,,,,,,,,,,,,,,
332695335,Early K,,,,,,,,17.59774023,0.234953142,,,,,,,,,,,,,,,,
323455646,Early K,,,,,,,,10.18039734,0.036763725,,,,,,,,,,,,,,,,
94672007,Early K,,,,,,,,13.30631895,0.008157671,,,,,,,,,,,,,,,,
406448883,Early K,,,,,,,,19.10617281,0.027881452,,,,,,,,,,,,,,,,
229181694,Early K,,,,,,,,17.71461952,0.394431303,,,,,,,,,,,,,,,,
409783649,Early K,,,,,,,,41.89513501,0.24196879,,,,,,,,,,,,,,,,
334231147,Early K,,,,,,,,29.77908422,0.146540699,,,,,,,,,,,,,,,,
157254082,Early K,,,,,,,,32.87919919,0.095107345,,,,,,,,,,,,,,,,
420189755,Early K,,,,,,,,10.77191499,0.068975546,,,,,,,,,,,,,,,,
339374457,Early K,,,,,,,,22.78572903,0.320765422,,,,,,,,,,,,,,,,
339374457,Early K,,,,,,,,22.76029285,0.295962134,,,,,,,,,,,,,,,,
339391570,Early K,,,,,,,,31.43297925,0.428362007,,,,,,,,,,,,,,,,
328688654,Early K,,,,,,,,20.24955797,0.271616052,,,,,,,,,,,,,,,,
99735262,Early K,,,,,,,,26.18883172,0.127089694,,,,,,,,,,,,,,,,
67865786,Early K,,,,,,,,44.19721464,0.021348824,,,,,,,,,,,,,,,,
143102628,Early K,,,,,,,,26.77840189,0.478409368,,,,,,,,,,,,,,,,
138580976,Early K,,,,,,,,13.76439958,0.357091723,,,,,,,,,,,,,,,,
123267852,Early K,,,,,,,,26.64955623,0.147199765,,,,,,,,,,,,,,,,
56813183,Early K,,,,,,,,24.97225762,0.324504526,,,,,,,,,,,,,,,,
389649364,Early K,,,,,,,,21.34234028,0.276452755,,,,,,,,,,,,,,,,
355713599,Early K,,,,,,,,10.72379756,0.04666533,,,,,,,,,,,,,,,,
299833889,Early K,,,,,,,,16.98159403,0.432841267,,,,,,,,,,,,,,,,
116245098,Early K,,,,,,,,28.82807418,0.362354204,,,,,,,,,,,,,,,,
142935468,Early K,,,,,,,,22.24762623,0.31973397,,,,,,,,,,,,,,,,
386865278,Early F,,,,,,,,25.62367924,0.574121618,,,,,,,,,,,,,,,,
137880901,Early F,,,,,,,,12.02752094,0.435168904,,,,,,,,,,,,,,,,
270374997,Early F,,,,,,,,24.09453527,0.342264343,,,,,,,,,,,,,,,,
67566495,Early F,,,,,,,,28.7825564,0.217304729,,,,,,,,,,,,,,,,
365769181,Early F,,,,,,,,10.18817781,0.189679066,,,,,,,,,,,,,,,,
293624571,Early F,,,,,,,,10.97060827,0.351908484,,,,,,,,,,,,,,,,
159159241,Early F,,,,,,,,13.97230169,0.160585952,,,,,,,,,,,,,,,,
143106235,Early F,,,,,,,,11.5728941,0.127058934,,,,,,,,,,,,,,,,
389874323,Early F,,,,,,,,13.71577111,0.553041085,,,,,,,,,,,,,,,,
155710496,Early F,,,,,,,,43.23328001,0.091537034,,,,,,,,,,,,,,,,
170786161,Early F,,,,,,,,37.81546458,0.037525381,,,,,,,,,,,,,,,,
136952036,Early F,,,,,,,,11.41332635,0.359360883,,,,,,,,,,,,,,,,
394480664,Early F,,,,,,,,18.25299002,0.378512279,,,,,,,,,,,,,,,,
150968157,Early F,,,,,,,,14.46644843,0.108722627,,,,,,,,,,,,,,,,
128821112,Early F,,,,,,,,41.73119839,0.374551724,,,,,,,,,,,,,,,,
366401924,Early F,,,,,,,,13.28264113,0.118664718,,,,,,,,,,,,,,,,
201814410,Early F,,,,,,,,36.51414632,0.38185123,,,,,,,,,,,,,,,,
449427688,Early F,,,,,,,,15.25456481,0.043949721,,,,,,,,,,,,,,,,
437748060,Early F,,,,,,,,19.38626053,0.439048876,,,,,,,,,,,,,,,,
297025336,Early F,,,,,,,,13.69269715,0.260102296,,,,,,,,,,,,,,,,
395019037,Early F,,,,,,,,10.67285443,0.084883928,,,,,,,,,,,,,,,,
402220892,Early F,,,,,,,,27.64659551,0.714201069,,,,,,,,,,,,,,,,
105615281,Early F,,,,,,,,35.83726303,0.292246122,,,,,,,,,,,,,,,,
459760809,Early F,,,,,,,,39.7114685,0.278535175,,,,,,,,,,,,,,,,
364394197,Early F,,,,,,,,12.37176845,0.488938338,,,,,,,,,,,,,,,,
152462443,Early F,,,,,,,,13.4643556,0.04678974,,,,,,,,,,,,,,,,
422209775,Early F,,,,,,,,33.26149073,0.46482575,,,,,,,,,,,,,,,,
80436486,Early F,,,,,,,,10.46237686,0.02683082,,,,,,,,,,,,,,,,
224282247,Early F,,,,,,,,16.52848841,0.315603782,,,,,,,,,,,,,,,,
162179922,Early F,,,,,,,,12.94049533,0.369385345,,,,,,,,,,,,,,,,
282317722,Early F,,,,,,,,26.09660974,0.117314239,,,,,,,,,,,,,,,,
88877377,Early F,,,,,,,,28.12143825,0.333522596,,,,,,,,,,,,,,,,
450326064,Early F,,,,,,,,30.09776266,0.31373746,,,,,,,,,,,,,,,,
252973539,Early F,,,,,,,,10.5378209,0.085065368,,,,,,,,,,,,,,,,
404715740,Early F,,,,,,,,36.60065555,0.14976171,,,,,,,,,,,,,,,,
138857475,Early F,,,,,,,,12.93772016,0.327700551,,,,,,,,,,,,,,,,
219377638,Early F,,,,,,,,24.21036738,0.231792272,,,,,,,,,,,,,,,,
56912737,Early F,,,,,,,,20.68379063,0.429818801,,,,,,,,,,,,,,,,
379806358,Early F,,,,,,,,33.39407166,0.181619203,,,,,,,,,,,,,,,,
51629874,,,,,,,,,,,,,,,,,,,,,,,,,
56023695,,,,,,,,,,,,,,,,,,,,,,,,,
64366964,,,,,,,,,,,,,,,,,,,,,,,,,
82893635,,,,,,,,,,,,,,,,,,,,,,,,,
84546771,,,,,,,,,,,,,,,,,,,,,,,,,
115396972,,,,,,,,,,,,,,,,,,,,,,,,,
121092916,,,,,,,,,,,,,,,,,,,,,,,,,
123951716,,,,,,,,,,,,,,,,,,,,,,,,,
146204045,,,,,,,,,,,,,,,,,,,,,,,,,
158330804,,,,,,,,,,,,,,,,,,,,,,,,,
165615442,,,,,,,,,,,,,,,,,,,,,,,,,
167699456,,,,,,,,,,,,,,,,,,,,,,,,,
167756615,,,,,,,,,,,,,,,,,,,,,,,,,
185462738,,,,,,,,,,,,,,,,,,,,,,,,,
198242678,,,,,,,,,,,,,,,,,,,,,,,,,
252497283,,,,,,,,,,,,,,,,,,,,,,,,,
253270207,,,,,,,,,,,,,,,,,,,,,,,,,
283651681,,,,,,,,,,,,,,,,,,,,,,,,,
286310830,,,,,,,,,,,,,,,,,,,,,,,,,
291751499,,,,,,,,,,,,,,,,,,,,,,,,,
292357653,,,,,,,,,,,,,,,,,,,,,,,,,
293225466,,,,,,,,,,,,,,,,,,,,,,,,,
304127742,,,,,,,,,,,,,,,,,,,,,,,,,
342356517,,,,,,,,,,,,,,,,,,,,,,,,,
343127696,,,,,,,,,,,,,,,,,,,,,,,,,
396170777,,,,,,,,,,,,,,,,,,,,,,,,,
399127035,,,,,,,,,,,,,,,,,,,,,,,,,
441496809,,,,,,,,,,,,,,,,,,,,,,,,,
444544588,,,,,,,,,,,,,,,,,,,,,,,,,
457579488,,,,,,,,,,,,,,,,,,,,,,,,,
