acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
AOBmi,1,389,204,"Accessory olfactory bulb, mitral layer","[997, 8, 567, 688, 695, 698, 151, 204]","[184527634, 12, 691663206]","[157, 240, 210]"
AON,1,390,159,Anterior olfactory nucleus,"[997, 8, 567, 688, 695, 698, 159]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[84, 191, 148]"
TT,1,398,589,Taenia tecta,"[997, 8, 567, 688, 695, 698, 589]","[112905828, 688152358, 691663206, 687527945, 10, 12, 184527634, 167587189, 114512891]","[98, 208, 159]"
TTd,1,399,597,"Taenia tecta, dorsal part","[997, 8, 567, 688, 695, 698, 589, 597]","[184527634, 12, 691663206]","[98, 208, 159]"
TTv,1,405,605,"Taenia tecta, ventral part","[997, 8, 567, 688, 695, 698, 589, 605]","[184527634, 12, 691663206]","[98, 208, 159]"
DP,1,410,814,Dorsal peduncular area,"[997, 8, 567, 688, 695, 698, 814]","[112905828, 688152358, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[164, 218, 164]"
PIR,1,416,961,Piriform area,"[997, 8, 567, 688, 695, 698, 961]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891]","[106, 203, 186]"
NLOT,1,421,619,Nucleus of the lateral olfactory tract,"[997, 8, 567, 688, 695, 698, 619]","[112905828, 691663206, 688152358, 687527945, 10, 12, 184527634, 167587189, 114512891]","[149, 228, 200]"
NLOT1,1,423,260,"Nucleus of the lateral olfactory tract, molecular layer","[997, 8, 567, 688, 695, 698, 619, 260]","[184527634, 12, 691663206]","[149, 228, 200]"
NLOT2,1,424,268,"Nucleus of the lateral olfactory tract, pyramidal layer","[997, 8, 567, 688, 695, 698, 619, 268]","[184527634, 12, 691663206]","[149, 228, 200]"
NLOT3,1,425,1139,"Nucleus of the lateral olfactory tract, layer 3","[997, 8, 567, 688, 695, 698, 619, 1139]","[184527634, 12, 691663206]","[149, 228, 200]"
COA,1,426,631,Cortical amygdalar area,"[997, 8, 567, 688, 695, 698, 631]","[112905828, 691663206, 10, 12, 184527634, 114512891]","[97, 231, 183]"
COAa,1,427,639,"Cortical amygdalar area, anterior part","[997, 8, 567, 688, 695, 698, 631, 639]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189]","[97, 231, 183]"
COAp,1,431,647,"Cortical amygdalar area, posterior part","[997, 8, 567, 688, 695, 698, 631, 647]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189, 114512891]","[97, 231, 183]"
COApl,1,432,655,"Cortical amygdalar area, posterior part, lateral zone","[997, 8, 567, 688, 695, 698, 631, 647, 655]","[184527634, 12, 691663206]","[97, 231, 183]"
COApm,1,438,663,"Cortical amygdalar area, posterior part, medial zone","[997, 8, 567, 688, 695, 698, 631, 647, 663]","[184527634, 12, 691663206]","[97, 231, 183]"
PAA,1,444,788,Piriform-amygdalar area,"[997, 8, 567, 688, 695, 698, 788]","[112905828, 688152358, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[89, 218, 171]"
TR,1,449,566,Postpiriform transition area,"[997, 8, 567, 688, 695, 698, 566]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189, 114512891]","[168, 236, 211]"
HPF,1,454,1089,Hippocampal formation,"[997, 8, 567, 688, 695, 1089]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[126, 208, 75]"
HIP,1,455,1080,Hippocampal region,"[997, 8, 567, 688, 695, 1089, 1080]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[126, 208, 75]"
CA,1,456,375,Ammon's horn,"[997, 8, 567, 688, 695, 1089, 1080, 375]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[126, 208, 75]"
CA1,1,457,382,Field CA1,"[997, 8, 567, 688, 695, 1089, 1080, 375, 382]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[126, 208, 75]"
CA2,1,462,423,Field CA2,"[997, 8, 567, 688, 695, 1089, 1080, 375, 423]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189]","[126, 208, 75]"
CA3,1,467,463,Field CA3,"[997, 8, 567, 688, 695, 1089, 1080, 375, 463]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 112905813, 114512891]","[126, 208, 75]"
DG,1,473,726,Dentate gyrus,"[997, 8, 567, 688, 695, 1089, 1080, 726]","[3, 112905828, 691663206, 688152359, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891]","[126, 208, 75]"
DG-mo,1,474,10703,"Dentate gyrus, molecular layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 10703]","[184527634, 12, 691663206]","[126, 208, 75]"
DG-po,1,475,10704,"Dentate gyrus, polymorph layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 10704]","[184527634, 12, 691663206]","[126, 208, 75]"
DG-sg,1,476,632,"Dentate gyrus, granule cell layer","[997, 8, 567, 688, 695, 1089, 1080, 726, 632]","[184527634, 12, 691663206]","[102, 168, 61]"
FC,1,490,982,Fasciola cinerea,"[997, 8, 567, 688, 695, 1089, 1080, 982]","[3, 112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189]","[126, 208, 75]"
IG,1,491,19,Induseum griseum,"[997, 8, 567, 688, 695, 1089, 1080, 19]","[3, 112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189]","[126, 208, 75]"
RHP,1,492,822,Retrohippocampal region,"[997, 8, 567, 688, 695, 1089, 822]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[50, 184, 37]"
ENT,1,493,909,Entorhinal area,"[997, 8, 567, 688, 695, 1089, 822, 909]","[112905828, 691663206, 10, 12, 184527634, 114512891]","[50, 184, 37]"
ENTl,1,494,918,"Entorhinal area, lateral part","[997, 8, 567, 688, 695, 1089, 822, 909, 918]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[50, 184, 37]"
ENTl1,1,495,1121,"Entorhinal area, lateral part, layer 1","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 1121]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTl2,1,496,20,"Entorhinal area, lateral part, layer 2","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 20]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTl3,1,500,52,"Entorhinal area, lateral part, layer 3","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 52]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTl5,1,503,139,"Entorhinal area, lateral part, layer 5","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 139]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTl6a,1,505,28,"Entorhinal area, lateral part, layer 6a","[997, 8, 567, 688, 695, 1089, 822, 909, 918, 28]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTm,1,507,926,"Entorhinal area, medial part, dorsal zone","[997, 8, 567, 688, 695, 1089, 822, 909, 926]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[50, 184, 37]"
ENTm1,1,508,526,"Entorhinal area, medial part, dorsal zone, layer 1","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 526]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTm2,1,509,543,"Entorhinal area, medial part, dorsal zone, layer 2","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 543]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTm3,1,512,664,"Entorhinal area, medial part, dorsal zone, layer 3","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 664]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTm5,1,514,727,"Entorhinal area, medial part, dorsal zone, layer 5","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 727]","[184527634, 12, 691663206]","[50, 184, 37]"
ENTm6,1,516,743,"Entorhinal area, medial part, dorsal zone, layer 6","[997, 8, 567, 688, 695, 1089, 822, 909, 926, 743]","[184527634, 12, 691663206]","[50, 184, 37]"
PAR,1,523,843,Parasubiculum,"[997, 8, 567, 688, 695, 1089, 822, 843]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[114, 213, 105]"
POST,1,527,1037,Postsubiculum,"[997, 8, 567, 688, 695, 1089, 822, 1037]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[72, 200, 60]"
PRE,1,531,1084,Presubiculum,"[997, 8, 567, 688, 695, 1089, 822, 1084]","[112905828, 691663206, 688152359, 687527945, 12, 184527634, 167587189, 114512891]","[89, 185, 71]"
SUB,1,535,502,Subiculum,"[997, 8, 567, 688, 695, 1089, 822, 502]","[112905828, 691663206, 688152359, 687527945, 10, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[79, 194, 68]"
ProS,1,544,484682470,Prosubiculum,"[997, 8, 567, 688, 695, 1089, 822, 484682470]","[112905828, 691663206, 688152359, 184527634, 167587189, 114512891]","[88, 186, 72]"
HATA,1,553,589508447,Hippocampo-amygdalar transition area,"[997, 8, 567, 688, 695, 1089, 822, 589508447]","[112905828, 691663206, 688152359, 184527634, 167587189]","[51, 185, 50]"
APr,1,554,484682508,Area prostriata,"[997, 8, 567, 688, 695, 1089, 822, 484682508]","[112905828, 691663206, 688152359, 184527634, 167587189, 114512891]","[51, 185, 50]"
CTXsp,1,555,703,Cortical subplate,"[997, 8, 567, 688, 703]","[2, 3, 112905828, 691663206, 12, 184527634, 687527670, 114512891]","[138, 218, 135]"
CLA,1,557,583,Claustrum,"[997, 8, 567, 688, 703, 583]","[112905828, 691663206, 688152360, 687527945, 10, 12, 184527634, 167587189, 114512891]","[138, 218, 135]"
EP,1,558,942,Endopiriform nucleus,"[997, 8, 567, 688, 703, 942]","[112905828, 691663206, 12, 184527634, 114512891]","[160, 238, 157]"
EPd,1,559,952,"Endopiriform nucleus, dorsal part","[997, 8, 567, 688, 703, 942, 952]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[160, 238, 157]"
EPv,1,560,966,"Endopiriform nucleus, ventral part","[997, 8, 567, 688, 703, 942, 966]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189]","[160, 238, 157]"
LA,1,561,131,Lateral amygdalar nucleus,"[997, 8, 567, 688, 703, 131]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[144, 235, 141]"
BLA,1,562,295,Basolateral amygdalar nucleus,"[997, 8, 567, 688, 703, 295]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[157, 231, 156]"
BLAa,1,563,303,"Basolateral amygdalar nucleus, anterior part","[997, 8, 567, 688, 703, 295, 303]","[184527634, 12, 691663206]","[157, 231, 156]"
BLAp,1,564,311,"Basolateral amygdalar nucleus, posterior part","[997, 8, 567, 688, 703, 295, 311]","[184527634, 12, 691663206]","[157, 231, 156]"
BLAv,1,565,451,"Basolateral amygdalar nucleus, ventral part","[997, 8, 567, 688, 703, 295, 451]","[184527634, 12, 691663206]","[157, 231, 156]"
BMA,1,566,319,Basomedial amygdalar nucleus,"[997, 8, 567, 688, 703, 319]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[132, 234, 129]"
BMAa,1,567,327,"Basomedial amygdalar nucleus, anterior part","[997, 8, 567, 688, 703, 319, 327]","[184527634, 12, 691663206]","[132, 234, 129]"
BMAp,1,568,334,"Basomedial amygdalar nucleus, posterior part","[997, 8, 567, 688, 703, 319, 334]","[184527634, 12, 691663206]","[132, 234, 129]"
PA,1,569,780,Posterior amygdalar nucleus,"[997, 8, 567, 688, 703, 780]","[112905828, 691663206, 688152360, 687527945, 12, 184527634, 167587189, 114512891]","[151, 236, 147]"
CNU,1,570,623,Cerebral nuclei,"[997, 8, 567, 623]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[152, 214, 249]"
STR,1,571,477,Striatum,"[997, 8, 567, 623, 477]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[152, 214, 249]"
STRd,1,572,485,Striatum dorsal region,"[997, 8, 567, 623, 477, 485]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[152, 214, 249]"
CP,1,573,672,Caudoputamen,"[997, 8, 567, 623, 477, 485, 672]","[112905828, 691663206, 687527945, 10, 688152361, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[152, 214, 249]"
STRv,1,574,493,Striatum ventral region,"[997, 8, 567, 623, 477, 493]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[128, 205, 248]"
ACB,1,575,56,Nucleus accumbens,"[997, 8, 567, 623, 477, 493, 56]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 205, 248]"
FS,1,576,998,Fundus of striatum,"[997, 8, 567, 623, 477, 493, 998]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189]","[128, 205, 248]"
OT,1,577,754,Olfactory tubercle,"[997, 8, 567, 623, 477, 493, 754]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 205, 248]"
LSX,1,585,275,Lateral septal complex,"[997, 8, 567, 623, 477, 275]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[144, 203, 237]"
LS,1,586,242,Lateral septal nucleus,"[997, 8, 567, 623, 477, 275, 242]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[144, 203, 237]"
LSc,1,587,250,"Lateral septal nucleus, caudal (caudodorsal) part","[997, 8, 567, 623, 477, 275, 242, 250]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
LSr,1,588,258,"Lateral septal nucleus, rostral (rostroventral) part","[997, 8, 567, 623, 477, 275, 242, 258]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
LSv,1,589,266,"Lateral septal nucleus, ventral part","[997, 8, 567, 623, 477, 275, 242, 266]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189, 114512891]","[144, 203, 237]"
SF,1,590,310,Septofimbrial nucleus,"[997, 8, 567, 623, 477, 275, 310]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[144, 203, 237]"
SH,1,591,333,Septohippocampal nucleus,"[997, 8, 567, 623, 477, 275, 333]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189]","[144, 203, 237]"
sAMY,1,592,278,Striatum-like amygdalar nuclei,"[997, 8, 567, 623, 477, 278]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]","[128, 192, 226]"
AAA,1,593,23,Anterior amygdalar area,"[997, 8, 567, 623, 477, 278, 23]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189, 114512891]","[128, 192, 226]"
BA,1,594,292,Bed nucleus of the accessory olfactory tract,"[997, 8, 567, 623, 477, 278, 292]","[112905828, 691663206, 687527945, 688152361, 12, 184527634, 167587189]","[128, 192, 226]"
CEA,1,595,536,Central amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 536]","[112905828, 691663206, 687527945, 10, 688152361, 12, 184527634, 112905813, 167587189, 114512891]","[128, 192, 226]"
CEAc,1,596,544,"Central amygdalar nucleus, capsular part","[997, 8, 567, 623, 477, 278, 536, 544]","[184527634, 12, 691663206]","[128, 192, 226]"
CEAl,1,597,551,"Central amygdalar nucleus, lateral part","[997, 8, 567, 623, 477, 278, 536, 551]","[184527634, 12, 691663206]","[128, 192, 226]"
CEAm,1,598,559,"Central amygdalar nucleus, medial part","[997, 8, 567, 623, 477, 278, 536, 559]","[184527634, 12, 691663206]","[128, 192, 226]"
IA,1,599,1105,Intercalated amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 1105]","[112905828, 691663206, 688152361, 687527945, 12, 184527634, 167587189]","[128, 192, 226]"
MEA,1,600,403,Medial amygdalar nucleus,"[997, 8, 567, 623, 477, 278, 403]","[112905828, 691663206, 688152361, 10, 687527945, 12, 184527634, 167587189, 114512891]","[128, 192, 226]"
PAL,1,608,803,Pallidum,"[997, 8, 567, 623, 803]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[133, 153, 204]"
PALd,1,609,818,"Pallidum, dorsal region","[997, 8, 567, 623, 803, 818]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[133, 153, 204]"
GPe,1,610,1022,"Globus pallidus, external segment","[997, 8, 567, 623, 803, 818, 1022]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[133, 153, 204]"
GPi,1,611,1031,"Globus pallidus, internal segment","[997, 8, 567, 623, 803, 818, 1031]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 112905813, 114512891]","[133, 153, 204]"
PALv,1,612,835,"Pallidum, ventral region","[997, 8, 567, 623, 803, 835]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[162, 177, 216]"
SI,1,613,342,Substantia innominata,"[997, 8, 567, 623, 803, 835, 342]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[162, 177, 216]"
MA,1,614,298,Magnocellular nucleus,"[997, 8, 567, 623, 803, 835, 298]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189]","[162, 177, 216]"
PALm,1,615,826,"Pallidum, medial region","[997, 8, 567, 623, 803, 826]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]","[150, 167, 211]"
MSC,1,616,904,Medial septal complex,"[997, 8, 567, 623, 803, 826, 904]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[150, 167, 211]"
MS,1,617,564,Medial septal nucleus,"[997, 8, 567, 623, 803, 826, 904, 564]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 112905813, 114512891]","[150, 167, 211]"
NDB,1,618,596,Diagonal band nucleus,"[997, 8, 567, 623, 803, 826, 904, 596]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189, 114512891]","[150, 167, 211]"
TRS,1,619,581,Triangular nucleus of septum,"[997, 8, 567, 623, 803, 826, 581]","[112905828, 691663206, 687527945, 10, 688152362, 12, 184527634, 112905813, 167587189, 114512891]","[150, 167, 211]"
PALc,1,620,809,"Pallidum, caudal region","[997, 8, 567, 623, 803, 809]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[179, 192, 223]"
BST,1,621,351,Bed nuclei of the stria terminalis,"[997, 8, 567, 623, 803, 809, 351]","[112905828, 691663206, 687527945, 10, 688152362, 12, 184527634, 167587189, 114512891]","[179, 192, 223]"
BAC,1,638,287,Bed nucleus of the anterior commissure,"[997, 8, 567, 623, 803, 809, 287]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189]","[179, 192, 223]"
BS,1,639,343,Brain stem,"[997, 8, 343]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 112, 128]"
IB,1,640,1129,Interbrain,"[997, 8, 343, 1129]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 112, 128]"
TH,1,641,549,Thalamus,"[997, 8, 343, 1129, 549]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 112, 128]"
DORsm,1,642,864,"Thalamus, sensory-motor cortex related","[997, 8, 343, 1129, 549, 864]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
VENT,1,643,637,Ventral group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 864, 637]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
VAL,1,644,629,Ventral anterior-lateral complex of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 629]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
VM,1,645,685,Ventral medial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 685]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
VP,1,646,709,Ventral posterior complex of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709]","[112905828, 691663206, 10, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
VPL,1,647,718,Ventral posterolateral nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709, 718]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
VPLpc,1,648,725,"Ventral posterolateral nucleus of the thalamus, parvicellular part","[997, 8, 343, 1129, 549, 864, 637, 709, 725]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
VPM,1,649,733,Ventral posteromedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709, 733]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 128, 132]"
VPMpc,1,650,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part","[997, 8, 343, 1129, 549, 864, 637, 709, 741]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
PoT,1,651,563807435,Posterior triangular thalamic nucleus,"[997, 8, 343, 1129, 549, 864, 637, 563807435]","[112905828, 691663206, 688152363, 184527634, 167587189]","[255, 128, 132]"
SPF,1,652,406,Subparafascicular nucleus,"[997, 8, 343, 1129, 549, 864, 406]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 128, 132]"
SPFm,1,653,414,"Subparafascicular nucleus, magnocellular part","[997, 8, 343, 1129, 549, 864, 406, 414]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
SPFp,1,654,422,"Subparafascicular nucleus, parvicellular part","[997, 8, 343, 1129, 549, 864, 406, 422]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
SPA,1,655,609,Subparafascicular area,"[997, 8, 343, 1129, 549, 864, 609]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
PP,1,656,1044,Peripeduncular nucleus,"[997, 8, 343, 1129, 549, 864, 1044]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
GENd,1,657,1008,"Geniculate group, dorsal thalamus","[997, 8, 343, 1129, 549, 864, 1008]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 128, 132]"
MG,1,658,475,Medial geniculate complex,"[997, 8, 343, 1129, 549, 864, 1008, 475]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
MGd,1,659,1072,"Medial geniculate complex, dorsal part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1072]","[184527634, 12, 691663206]","[255, 128, 132]"
MGv,1,660,1079,"Medial geniculate complex, ventral part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1079]","[184527634, 12, 691663206]","[255, 128, 132]"
MGm,1,661,1088,"Medial geniculate complex, medial part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1088]","[184527634, 12, 691663206]","[255, 128, 132]"
LGd,1,662,170,Dorsal part of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 864, 1008, 170]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
LGd-sh,1,663,496345664,"Dorsal part of the lateral geniculate complex, shell","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345664]","[184527634, 691663206]","[255, 128, 132]"
LGd-co,1,664,496345668,"Dorsal part of the lateral geniculate complex, core","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345668]","[184527634, 691663206]","[255, 128, 132]"
LGd-ip,1,665,496345672,"Dorsal part of the lateral geniculate complex, ipsilateral zone","[997, 8, 343, 1129, 549, 864, 1008, 170, 496345672]","[184527634, 691663206]","[255, 128, 132]"
DORpm,1,666,856,"Thalamus, polymodal association cortex related","[997, 8, 343, 1129, 549, 856]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 159]"
LAT,1,667,138,Lateral group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 138]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 159]"
LP,1,668,218,Lateral posterior nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 218]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 159]"
PO,1,669,1020,Posterior complex of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 1020]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 159]"
POL,1,670,1029,Posterior limiting nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 1029]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813]","[255, 144, 159]"
SGN,1,671,325,Suprageniculate nucleus,"[997, 8, 343, 1129, 549, 856, 138, 325]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
Eth,1,672,560581551,Ethmoid nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 560581551]","[184527634, 691663206]","[255, 144, 159]"
ATN,1,674,239,Anterior group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 239]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 144, 159]"
AV,1,675,255,Anteroventral nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 239, 255]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
AM,1,676,127,Anteromedial nucleus,"[997, 8, 343, 1129, 549, 856, 239, 127]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
AMd,1,677,1096,"Anteromedial nucleus, dorsal part","[997, 8, 343, 1129, 549, 856, 239, 127, 1096]","[184527634, 12, 691663206]","[255, 144, 159]"
AMv,1,678,1104,"Anteromedial nucleus, ventral part","[997, 8, 343, 1129, 549, 856, 239, 127, 1104]","[184527634, 12, 691663206]","[255, 144, 159]"
AD,1,679,64,Anterodorsal nucleus,"[997, 8, 343, 1129, 549, 856, 239, 64]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
IAM,1,680,1120,Interanteromedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 239, 1120]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
IAD,1,681,1113,Interanterodorsal nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 239, 1113]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
LD,1,682,155,Lateral dorsal nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 239, 155]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 144, 159]"
MED,1,683,444,Medial group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 444]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
IMD,1,684,59,Intermediodorsal nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 444, 59]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
